student_id,study_hours,attendance_percentage,class_participation,total_score,grade
474730,10.7,77.0,4.5,46.6,D
154119,3.6,88.2,6.3,52.3,D
592234,0.1,90.6,6.0,40.7,D
695438,4.8,76.8,3.3,48.2,D
674968,2.2,93.9,8.4,51.4,D
341537,4.6,85.6,8.4,52.6,D
942753,10.7,92.7,10.0,54.1,D
208234,11.4,82.0,6.2,45.1,D
913187,4.6,61.9,4.0,54.4,D
418913,0.0,83.0,2.5,43.0,D
85387,5.9,87.4,5.0,43.9,D
685052,5.9,75.4,3.0,54.3,D
463854,0.6,76.6,8.3,53.0,D
329752,9.5,91.0,5.0,53.6,D
568799,3.1,97.5,7.3,43.9,D
522433,6.7,94.7,2.4,54.2,D
441853,5.8,65.4,5.7,44.8,D
206611,1.1,93.4,3.9,45.2,D
806913,0.2,85.1,8.6,45.9,D
764398,4.2,83.7,4.4,49.3,D
235016,0.0,85.0,6.5,43.6,D
409706,1.9,75.1,5.4,51.8,D
166294,11.1,78.3,6.7,53.6,D
74991,0.9,70.5,4.0,50.7,D
261547,0.0,78.6,5.8,45.6,D
171094,9.2,75.2,4.5,51.8,D
594372,2.6,93.4,5.5,47.5,D
114786,3.1,54.0,6.4,48.0,D
979231,0.2,100.0,5.3,54.1,D
747355,5.2,73.8,4.2,52.0,D
426147,0.7,80.0,5.7,49.3,D
92299,5.5,85.3,4.1,46.9,D
140201,0.0,85.0,6.4,44.0,D
828982,2.7,83.1,3.6,42.8,D
260086,0.0,90.2,4.4,50.2,D
283345,1.0,85.9,5.2,42.4,D
573198,0.4,90.6,5.6,54.9,D
783980,0.0,77.1,10.0,43.7,D
968893,9.5,78.6,4.8,54.2,D
694253,0.0,82.0,7.4,47.0,D
604793,0.0,73.4,7.3,53.3,D
417569,0.0,80.2,4.4,49.9,D
504526,0.0,86.1,6.9,43.2,D
558839,6.2,57.4,3.7,53.5,D
953186,9.4,90.8,5.9,52.0,D
285874,2.2,79.0,7.4,54.0,D
59534,4.6,100.0,7.6,54.9,D
66828,5.9,76.9,6.6,48.1,D
175357,2.3,74.0,7.9,51.3,D
282895,4.5,78.1,4.5,48.9,D
58082,4.3,96.7,9.5,54.3,D
125427,11.0,71.4,9.3,54.8,D
622107,2.7,90.6,4.3,52.9,D
939671,0.3,85.8,6.5,54.1,D
50684,0.5,80.3,6.1,41.4,D
978170,0.3,84.9,4.1,45.6,D
681710,0.9,73.5,5.1,54.7,D
471273,1.6,86.4,7.2,50.9,D
420934,3.3,100.0,6.2,46.5,D
547350,6.5,88.5,4.6,54.6,D
104499,4.4,81.3,5.9,48.4,D
467022,4.1,95.3,4.0,52.5,D
731661,0.5,95.1,8.7,46.2,D
476963,2.0,89.0,7.3,48.8,D
720988,7.4,91.8,3.0,49.3,D
222243,2.5,62.7,9.8,41.7,D
301695,0.0,83.1,4.7,54.2,D
994004,0.0,77.4,6.3,42.4,D
605351,8.2,73.0,1.8,52.6,D
308021,4.7,65.5,7.2,52.7,D
715985,4.5,94.0,9.8,50.0,D
697704,6.2,81.9,2.0,51.1,D
918744,0.0,82.6,9.6,44.8,D
413742,1.6,90.7,8.4,47.9,D
992427,3.1,89.8,6.5,53.6,D
404510,0.0,75.4,7.5,51.0,D
25542,6.1,87.2,6.4,50.1,D
215498,0.3,81.2,5.6,41.2,D
690982,0.0,58.8,4.4,49.5,D
896284,5.1,65.2,5.1,49.8,D
706924,4.0,90.5,3.5,48.6,D
953033,2.1,100.0,4.4,43.4,D
914713,4.7,89.3,7.3,43.8,D
70367,6.8,77.8,9.5,53.3,D
577416,1.4,85.7,3.1,54.9,D
97654,4.8,99.0,1.0,54.9,D
649708,4.8,91.3,7.8,52.5,D
416305,4.9,88.7,2.3,44.8,D
241019,5.0,98.3,6.6,53.5,D
860818,2.7,81.8,4.9,50.3,D
81945,7.8,89.1,6.7,51.9,D
620659,1.2,95.6,3.7,46.5,D
506624,0.6,97.6,6.9,47.0,D
312563,0.0,84.7,6.4,52.1,D
22784,0.0,86.8,7.1,43.2,D
913962,8.7,80.3,5.9,51.8,D
705784,3.0,77.6,6.6,48.2,D
370953,0.0,72.5,5.7,48.8,D
69087,3.1,84.0,7.3,54.2,D
100466,10.3,88.7,6.5,53.0,D
638847,0.0,82.8,6.4,43.9,D
896386,0.9,94.6,6.5,48.6,D
60093,0.0,100.0,5.5,40.5,D
15295,0.0,75.8,4.7,54.7,D
531403,5.5,87.9,7.2,49.2,D
36534,3.1,92.1,8.3,53.2,D
794232,0.7,98.6,1.7,54.7,D
641854,0.0,90.3,6.1,47.4,D
971773,1.6,88.2,7.7,44.3,D
724963,0.0,91.4,10.0,53.6,D
870088,8.1,70.3,4.8,51.4,D
442397,4.2,89.6,3.9,51.8,D
770073,0.0,81.6,4.4,51.7,D
936675,0.0,92.6,3.1,52.8,D
986784,3.0,75.5,7.0,50.0,D
683096,4.7,86.7,8.4,48.8,D
542501,0.0,86.4,4.1,49.1,D
589005,4.0,72.4,6.3,47.1,D
845374,3.2,63.4,9.2,48.8,D
251068,9.1,69.7,7.9,54.1,D
938628,6.2,85.9,4.2,54.7,D
842097,2.4,88.2,5.6,40.9,D
799198,5.0,98.6,7.3,42.6,D
27687,0.6,72.8,4.4,50.0,D
153211,2.7,99.5,7.3,53.2,D
37984,2.5,71.0,3.4,49.0,D
655971,0.7,77.6,4.6,41.6,D
520685,0.0,83.1,1.6,50.3,D
957953,0.0,89.9,6.5,43.1,D
94690,2.3,78.3,6.8,52.0,D
121515,4.5,94.1,1.9,51.0,D
231376,1.8,75.2,9.4,49.4,D
824770,11.6,82.2,7.2,54.6,D
745394,6.5,93.5,5.6,47.9,D
857698,4.9,94.7,2.0,54.6,D
979574,6.6,90.1,5.3,53.1,D
727447,5.0,98.3,6.9,50.6,D
864231,2.0,98.5,3.2,39.8,F
393320,0.0,90.3,3.6,33.1,F
398750,1.8,90.0,6.2,32.7,F
881963,0.0,71.6,7.6,36.6,F
208246,0.9,100.0,4.2,38.7,F
45501,3.1,86.8,6.2,36.0,F
152323,3.5,84.3,5.9,38.9,F
781145,0.4,80.4,5.4,37.1,F
103637,2.1,80.0,6.2,38.3,F
497327,4.6,85.3,5.8,32.9,F
706912,0.0,77.4,6.1,32.1,F
473738,0.0,98.7,6.5,38.4,F
933583,2.1,93.9,9.0,28.1,F
581927,0.0,96.0,2.3,31.3,F
801493,0.0,87.4,10.0,31.8,F
959213,6.1,87.7,5.2,39.5,F
879383,0.4,75.3,3.7,38.6,F
496278,3.5,100.0,5.6,36.0,F
301178,1.5,73.2,8.8,39.3,F
172763,0.0,79.6,5.6,37.9,F
732656,0.5,68.7,3.0,30.2,F
983570,1.8,90.9,5.0,38.7,F
378233,0.0,95.2,6.2,18.9,F
117963,0.0,73.1,4.8,35.3,F
111323,3.4,93.2,6.3,39.2,F
839628,0.0,84.2,7.8,32.5,F
216186,2.3,85.2,7.9,24.0,F
32465,0.8,82.8,4.5,25.9,F
413788,0.0,78.5,8.8,36.4,F
908911,1.1,100.0,3.2,35.3,F
519087,0.0,84.1,6.3,36.3,F
791153,1.1,88.3,9.1,36.0,F
298324,3.4,83.6,2.9,34.9,F
566916,0.0,98.7,10.0,35.6,F
491489,0.0,68.9,8.7,34.9,F
20811,0.0,100.0,4.7,33.2,F
447330,3.2,90.6,6.5,27.2,F
757640,0.0,84.0,2.0,35.2,F
271276,0.0,84.6,4.6,37.6,F
592476,0.3,95.8,8.1,39.1,F
169022,5.1,76.2,5.0,28.1,F
620889,4.6,74.7,6.8,38.4,F
301757,1.4,87.4,5.3,36.9,F
843833,2.8,82.2,6.1,38.0,F
492291,5.6,88.6,3.4,34.4,F
419120,0.1,100.0,5.6,38.9,F
507494,3.7,74.7,3.5,37.6,F
809967,2.8,93.2,7.0,39.1,F
444443,2.1,96.8,6.6,22.9,F
122187,0.0,86.0,5.0,38.0,F
71445,0.0,91.0,7.8,35.5,F
986811,0.0,90.6,8.0,39.0,F
454964,0.0,86.1,7.3,33.8,F
324251,0.0,98.9,7.1,38.9,F
187880,2.1,84.7,5.3,38.5,F
810073,3.2,92.1,5.1,37.0,F
699237,0.0,87.5,7.4,35.9,F
479998,0.5,73.2,4.6,39.8,F
785709,3.0,100.0,9.2,34.2,F
622086,2.4,76.8,7.2,33.2,F
727050,3.0,72.3,4.4,34.0,F
268053,1.1,69.3,7.0,26.5,F
559873,4.0,91.5,7.3,36.4,F
509336,0.0,88.6,2.7,39.7,F
885182,5.7,75.6,6.4,39.9,F
798547,0.0,78.1,7.5,33.3,F
703785,1.3,79.2,3.5,38.7,F
728552,0.0,97.5,3.9,36.2,F
870083,0.0,79.2,5.9,30.8,F
883926,0.0,77.3,5.7,27.4,F
56556,1.2,88.4,5.3,24.5,F
240487,7.0,85.8,3.5,37.3,F
762671,1.6,90.0,5.2,37.5,F
107231,0.0,72.2,4.7,37.3,F
12806,2.7,88.0,4.1,39.8,F
660541,0.0,84.5,5.3,37.9,F
411824,0.0,71.6,4.7,22.3,F
542111,3.5,86.2,3.5,39.9,F
937971,0.0,100.0,5.9,32.9,F
505160,1.8,84.9,4.3,39.4,F
927008,2.7,87.0,6.6,36.9,F
818144,0.5,81.1,4.0,39.6,F
477447,0.3,77.4,6.6,38.6,F
821282,0.0,92.0,5.2,39.1,F
247841,1.5,100.0,9.2,31.4,F
707029,0.0,81.9,7.9,20.0,F
639381,0.0,92.6,6.1,29.9,F
483039,0.0,82.7,7.0,38.7,F
802266,3.8,94.1,7.1,38.2,F
391414,2.1,77.8,4.8,37.7,F
358021,2.7,97.3,7.1,35.3,F
786431,0.0,72.6,4.2,39.2,F
807500,2.2,89.6,6.1,39.7,F
850123,0.0,68.4,4.9,32.5,F
883580,4.1,85.9,8.4,30.0,F
793056,5.7,100.0,5.5,35.7,F
944004,0.0,88.0,6.0,34.9,F
641575,2.4,86.5,6.3,27.6,F
591872,0.0,70.1,4.6,37.2,F
941383,0.0,96.5,5.3,34.8,F
756737,0.0,94.1,9.7,30.7,F
253775,4.2,79.7,7.6,33.4,F
77372,7.4,69.7,8.0,39.0,F
894380,0.0,76.6,9.7,22.6,F
12779,0.0,100.0,6.9,33.4,F
206215,2.2,90.3,5.6,39.9,F
310394,0.0,84.5,7.0,33.5,F
401843,0.0,97.1,4.4,38.4,F
938669,3.2,88.3,4.1,39.0,F
937662,0.0,88.7,1.9,39.4,F
751085,1.7,90.3,3.6,38.0,F
999734,0.1,88.8,9.9,34.7,F
95900,0.0,99.4,5.4,39.0,F
821416,0.0,93.6,1.0,36.4,F
804423,3.8,77.3,3.4,34.3,F
223555,4.7,82.9,3.8,38.4,F
426614,1.6,70.8,4.1,38.4,F
36865,1.0,100.0,3.8,37.7,F
995065,0.6,90.8,5.0,24.4,F
945238,2.4,100.0,2.6,37.5,F
174245,0.0,85.5,4.6,33.2,F
263224,1.0,80.5,5.8,35.9,F
186036,4.1,83.7,8.1,31.0,F
546878,0.0,100.0,8.9,38.6,F
513638,2.4,90.2,7.5,39.2,F
872078,0.9,83.0,7.8,32.7,F
765735,1.3,94.3,3.6,35.2,F
595080,2.4,93.7,5.5,39.1,F
899517,0.0,96.8,4.0,29.8,F
409187,4.1,100.0,6.2,37.1,F
151649,0.4,76.8,7.6,39.4,F
941500,0.0,85.2,4.9,32.8,F
707442,3.5,92.7,5.7,38.0,F
957795,2.2,86.4,6.8,39.8,F
229915,0.0,88.4,4.6,36.7,F
186688,2.7,75.9,6.2,35.7,F
476718,2.2,75.7,5.1,36.5,F
26188,2.8,80.2,8.5,35.3,F
769026,0.0,85.1,9.7,38.7,F
877386,0.9,73.3,8.9,39.7,F
794647,1.3,84.6,5.9,38.7,F
558417,4.3,89.4,6.6,38.8,F
584274,1.8,92.8,7.1,38.8,F
73039,4.7,83.6,6.6,38.2,F
72429,0.5,69.7,0.8,22.0,F
750833,0.0,85.4,1.1,40.0,F
255894,0.0,67.1,6.4,39.1,F
402680,8.9,87.5,3.8,39.6,F
457885,0.3,95.9,7.6,36.8,F
13932,2.5,96.0,7.8,31.5,F
3883,2.1,81.0,5.5,31.0,F
735686,0.0,74.8,6.6,36.9,F
492653,1.3,79.6,5.7,35.2,F
967349,0.0,84.2,8.6,31.3,F
493434,0.0,80.3,4.3,30.4,F
451341,0.0,88.6,7.5,28.5,F
725485,0.0,96.0,6.8,32.9,F
153803,1.4,62.6,7.5,38.0,F
684962,0.1,79.3,6.9,39.1,F
166102,0.0,92.7,5.9,36.4,F
848436,0.0,93.0,4.4,38.7,F
406615,0.0,85.7,3.7,39.0,F
267228,7.7,81.6,6.3,33.4,F
984330,1.7,77.1,5.9,29.5,F
61283,0.0,100.0,4.4,37.6,F
332743,0.0,74.6,6.4,32.6,F
391536,2.8,97.2,6.4,37.8,F
240039,1.7,92.7,6.8,36.8,F
220669,0.0,91.6,4.7,39.2,F
999427,0.0,80.9,8.3,39.8,F
41431,0.0,78.7,6.7,32.5,F
329422,2.2,75.9,7.8,39.7,F
663717,3.3,69.4,3.2,39.0,F
363538,0.1,66.8,4.5,23.4,F
59447,0.0,97.7,4.8,30.1,F
943092,1.5,86.6,9.1,38.1,F
408538,2.1,85.5,5.2,35.5,F
766672,4.8,85.8,7.7,37.1,F
821017,0.0,100.0,8.7,36.0,F
814358,4.0,69.0,6.1,39.9,F
984773,0.0,87.7,8.5,33.5,F
426887,6.7,85.1,6.1,33.6,F
197738,0.7,96.3,2.3,38.5,F
639824,0.0,89.7,7.0,39.9,F
465260,0.0,100.0,3.7,33.7,F
863674,2.8,93.4,4.7,32.5,F
53402,0.0,77.5,5.1,32.4,F
776874,0.0,94.7,5.9,39.2,F
301023,0.0,79.0,4.8,37.6,F
993305,2.3,100.0,0.7,37.8,F
951968,0.0,82.0,5.6,39.6,F
253794,0.0,96.4,7.2,35.4,F
634170,0.5,85.6,5.1,27.7,F
712887,3.2,86.7,7.1,38.0,F
82947,2.6,80.8,8.0,38.4,F
391399,0.0,81.3,6.3,28.6,F
266758,5.2,68.1,6.5,34.4,F
674732,1.3,71.5,6.1,36.7,F
770564,5.3,94.5,6.4,36.6,F
712703,0.0,95.1,6.8,22.9,F
